Request ID,Host,Endpoint,Parameter,Value,Source
REQ-0007,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_platform,APP,JSON_Payload
REQ-0007,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_widgetType,MERCHANTRY_WIDGET,JSON_Payload
REQ-0007,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_advertiserId,9013994955fb2f93,JSON_Payload
REQ-0007,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_cityName,Delhi NCR,JSON_Payload
REQ-0007,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_isWidgetImpressionRequired,True,JSON_Payload
REQ-0007,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_isLoggedIn,False,JSON_Payload
REQ-0007,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_online,True,JSON_Payload
REQ-0007,hook.curefit.co,Binary analytics event stream (path not exposed),createdAt,1787569370273,JSON_Payload
REQ-0007,hook.curefit.co,Binary analytics event stream (path not exposed),sessionId,973fc4f4-6ae0-4b16-959a-a702c9bc8076-95d386c1-17e9-4792-b6f6-1244a9f6caf4,JSON_Payload
REQ-0008,hook.curefit.co,Binary analytics event stream (path not exposed),_id,abe5e03d-b7f5-4022-9966-14f5ed32138e-acb68a22-5596-4298-ad47-77c4c999aa20,JSON_Payload
REQ-0008,hook.curefit.co,Binary analytics event stream (path not exposed),eventId,abe5e03d-b7f5-4022-9966-14f5ed32138e-acb68a22-5596-4298-ad47-77c4c999aa20,JSON_Payload
REQ-0008,hook.curefit.co,Binary analytics event stream (path not exposed),userId,108206863,JSON_Payload
REQ-0008,hook.curefit.co,Binary analytics event stream (path not exposed),eventName,widget_impression,JSON_Payload
REQ-0008,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_widgetName,HP Telesales Widget,JSON_Payload
REQ-0008,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_isSampledWidgetImpressionRequired,False,JSON_Payload
REQ-0008,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_widgetId,1cdb4a58-6252-47eb-be14-5a31fbd83977,JSON_Payload
REQ-0008,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_sessionId,37bf15e3-82a2-b829-e798-1f08d47f282b,JSON_Payload
REQ-0008,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_cityId,Gurgaon,JSON_Payload
REQ-0008,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_eventType,view,JSON_Payload
REQ-0008,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_platform,APP,JSON_Payload
REQ-0008,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_widgetType,BANNER_CAROUSEL_WIDGET,JSON_Payload
REQ-0008,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_advertiserId,9013994955fb2f93,JSON_Payload
REQ-0008,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_cityName,Delhi NCR,JSON_Payload
REQ-0008,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_isWidgetImpressionRequired,True,JSON_Payload
REQ-0008,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_isLoggedIn,False,JSON_Payload
REQ-0008,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_online,True,JSON_Payload
REQ-0008,hook.curefit.co,Binary analytics event stream (path not exposed),createdAt,1787569370270,JSON_Payload
REQ-0008,hook.curefit.co,Binary analytics event stream (path not exposed),sessionId,973fc4f4-6ae0-4b16-959a-a702c9bc8076-95d386c1-17e9-4792-b6f6-1244a9f6caf4,JSON_Payload
REQ-0009,hook.curefit.co,Binary analytics event stream (path not exposed),_id,ef7c35aa-e305-4920-9b83-2091f4483e2a-e67f7900-d7c3-455d-bdfd-3b6f357ca0ec,JSON_Payload
REQ-0009,hook.curefit.co,Binary analytics event stream (path not exposed),eventId,ef7c35aa-e305-4920-9b83-2091f4483e2a-e67f7900-d7c3-455d-bdfd-3b6f357ca0ec,JSON_Payload
REQ-0009,hook.curefit.co,Binary analytics event stream (path not exposed),userId,108206863,JSON_Payload
REQ-0009,hook.curefit.co,Binary analytics event stream (path not exposed),eventName,widget_impression,JSON_Payload
REQ-0009,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_widgetName,Fitstart HP Explore Cultpass - Home,JSON_Payload
REQ-0009,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_isSampledWidgetImpressionRequired,False,JSON_Payload
REQ-0009,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_widgetId,e74974c2-5037-4b4c-9bf9-c63cb8edbbd7qw023ms,JSON_Payload
REQ-0009,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_sessionId,37bf15e3-82a2-b829-e798-1f08d47f282b,JSON_Payload
